cpu_usage_percent,ram_usage_percent,active_jobs,idle_time_minutes,power_consumption_watts,utilization_score,monthly_cost_usd,recommendation
33.7,49.6,5,460,194,41.7,105.96,Sleep Mode
79.7,87.1,9,433,350,83.4,212.58,Keep Running
66.8,68.4,7,214,292,67.6,170.0,Keep Running
13.1,16.7,0,708,135,14.9,46.02,Shutdown
34.0,32.4,2,725,202,33.2,93.17,Sleep Mode
93.7,80.4,9,351,384,87.1,220.47,Keep Running
57.7,40.4,6,337,263,49.1,120.48,Keep Running
34.1,62.0,3,594,190,48.0,124.25,Sleep Mode
80.6,88.8,5,204,322,84.7,209.57,Keep Running
20.4,2.3,1,745,142,11.4,40.51,Sleep Mode
48.7,77.1,5,514,241,62.9,153.59,Keep Running
9.7,21.9,0,1040,94,15.8,45.21,Shutdown
55.4,49.9,5,462,265,52.7,142.01,Keep Running
40.5,8.3,2,487,244,24.4,82.62,Keep Running
48.8,62.2,4,415,253,55.5,139.29,Keep Running
70.0,41.6,8,418,310,55.8,150.31,Keep Running
39.2,18.3,3,600,204,28.8,84.75,Sleep Mode
68.9,61.8,11,377,313,65.3,157.98,Keep Running
52.3,56.5,9,266,246,54.4,132.03,Keep Running
58.9,48.1,7,248,276,53.5,145.02,Keep Running
34.8,47.0,1,534,191,40.9,92.77,Sleep Mode
25.8,2.7,2,622,166,14.2,44.46,Sleep Mode
66.2,59.7,9,328,323,63.0,171.29,Keep Running
32.3,47.7,3,669,173,40.0,92.41,Sleep Mode
45.6,37.0,3,621,243,41.3,117.08,Keep Running
61.4,35.2,8,359,309,48.3,139.73,Keep Running
1.0,12.5,0,916,50,6.8,26.0,Shutdown
1.0,17.1,0,792,74,9.1,30.29,Shutdown
24.3,36.6,3,534,157,30.5,79.34,Sleep Mode
64.6,38.8,8,491,306,51.7,143.77,Keep Running
1.0,4.8,0,1037,57,2.9,12.64,Shutdown
43.8,38.4,3,516,251,41.1,117.15,Keep Running
52.7,82.0,5,724,248,67.3,173.55,Keep Running
62.9,41.9,10,291,288,52.4,139.67,Keep Running
58.1,35.7,3,532,236,46.9,126.59,Keep Running
32.4,52.6,3,421,180,42.5,98.32,Sleep Mode
73.2,45.0,5,369,321,59.1,156.24,Keep Running
58.4,79.8,7,258,255,69.1,168.22,Keep Running
41.7,69.9,0,461,219,55.8,141.92,Keep Running
45.0,41.2,5,483,218,43.1,118.07,Keep Running
79.6,80.7,6,215,319,80.2,196.79,Keep Running
56.6,70.2,6,544,242,63.4,157.1,Keep Running
59.9,75.5,5,353,284,67.7,170.66,Keep Running
52.7,40.4,5,364,264,46.5,122.24,Keep Running
70.1,94.0,4,352,300,82.1,204.32,Keep Running
19.8,14.8,3,811,174,17.3,54.54,Shutdown
65.2,45.0,2,363,295,55.1,150.08,Keep Running
35.7,34.8,4,580,195,35.2,86.37,Sleep Mode
32.0,10.9,5,582,191,21.4,65.77,Sleep Mode
44.5,21.8,3,446,239,33.2,94.07,Keep Running
75.2,80.1,10,350,343,77.6,197.32,Keep Running
1.0,21.6,1,903,81,11.3,34.69,Shutdown
29.5,32.6,2,571,195,31.1,84.93,Sleep Mode
40.1,55.4,2,593,234,47.8,116.96,Keep Running
41.8,58.3,1,709,207,50.0,128.33,Keep Running
40.0,36.7,3,706,204,38.3,100.46,Sleep Mode
3.1,12.9,0,660,91,8.0,21.73,Shutdown
40.5,32.7,5,252,212,36.6,100.58,Keep Running
2.8,24.6,5,844,55,13.7,34.66,Shutdown
63.0,53.0,4,360,299,58.0,152.45,Keep Running
4.1,33.4,0,743,77,18.7,52.47,Shutdown
15.5,12.2,4,662,138,13.8,50.11,Shutdown
87.5,93.1,9,284,380,90.3,219.69,Keep Running
95.5,89.9,9,56,390,92.7,231.39,Keep Running
36.4,30.1,6,549,184,33.3,90.32,Sleep Mode
46.2,15.6,3,627,216,30.9,87.92,Keep Running
40.8,40.7,3,483,223,40.7,114.23,Keep Running
36.4,68.6,0,456,210,52.5,130.53,Sleep Mode
68.3,90.1,3,360,321,79.2,196.34,Keep Running
8.5,1.0,2,599,87,4.8,23.15,Shutdown
56.4,56.6,7,447,271,56.5,148.33,Keep Running
1.0,1.0,0,754,63,1.0,11.37,Shutdown
100.0,88.1,8,13,390,94.1,245.05,Keep Running
49.0,59.9,6,386,225,54.5,137.66,Keep Running
39.3,39.2,6,509,231,39.2,120.71,Sleep Mode
33.8,43.8,4,723,156,38.8,93.11,Sleep Mode
47.5,49.6,3,428,247,48.5,123.89,Keep Running
49.6,75.4,7,173,245,62.5,155.38,Keep Running
68.0,72.0,9,269,305,70.0,175.52,Keep Running
39.7,38.9,2,376,199,39.3,100.69,Sleep Mode
17.6,9.8,0,631,130,13.7,40.11,Shutdown
95.6,100.0,9,56,406,97.8,237.54,Keep Running
20.9,13.8,4,846,142,17.4,55.64,Sleep Mode
56.3,48.0,8,674,253,52.2,140.0,Keep Running
56.9,67.0,7,576,255,62.0,154.09,Keep Running
16.8,15.5,4,313,127,16.1,45.14,Sleep Mode
46.1,59.3,6,543,237,52.7,135.62,Keep Running
44.7,47.3,3,429,218,46.0,116.93,Keep Running
26.4,38.1,2,490,165,32.2,83.52,Sleep Mode
1.0,12.0,1,730,58,6.5,18.46,Shutdown
83.8,100.0,9,62,364,91.9,231.69,Keep Running
42.4,28.2,4,427,192,35.3,83.69,Keep Running
55.2,58.0,3,224,258,56.6,147.4,Keep Running
23.0,23.8,5,651,152,23.4,59.77,Sleep Mode
63.8,79.0,4,347,273,71.4,174.02,Keep Running
58.4,74.4,0,178,281,66.4,166.01,Keep Running
13.4,39.0,1,814,116,26.2,69.53,Shutdown
34.5,48.3,4,525,184,41.4,114.7,Sleep Mode
48.9,62.6,4,370,259,55.7,142.77,Keep Running
54.5,48.2,4,649,283,51.4,133.7,Keep Running
31.3,68.1,3,431,188,49.7,125.44,Sleep Mode
27.3,18.1,2,472,176,22.7,69.05,Sleep Mode
73.9,84.2,6,283,311,79.1,199.96,Keep Running
76.8,54.2,10,340,343,65.5,173.73,Keep Running
10.9,5.2,0,561,97,8.0,25.34,Shutdown
16.1,42.3,0,777,141,29.2,78.21,Shutdown
40.1,69.2,1,318,218,54.6,142.31,Keep Running
37.9,44.4,6,682,186,41.1,105.61,Sleep Mode
55.2,68.9,6,367,240,62.1,153.8,Keep Running
97.1,100.0,10,125,427,98.5,248.4,Keep Running
61.6,58.1,5,264,266,59.8,151.33,Keep Running
1.0,7.2,0,777,65,4.1,16.14,Shutdown
94.2,72.2,10,114,402,83.2,217.48,Keep Running
1.0,21.8,3,608,66,11.4,36.36,Shutdown
97.9,75.2,8,222,406,86.5,218.1,Keep Running
22.9,25.1,2,644,156,24.0,59.52,Sleep Mode
8.0,37.5,0,796,121,22.8,55.75,Shutdown
38.9,59.2,5,412,206,49.1,120.14,Sleep Mode
39.4,37.1,3,633,206,38.2,93.06,Sleep Mode
41.9,47.5,0,569,215,44.7,102.22,Keep Running
57.9,15.1,5,433,294,36.5,113.37,Keep Running
1.3,2.2,0,971,72,1.7,12.79,Shutdown
17.9,23.4,0,587,141,20.7,55.27,Shutdown
1.0,22.8,0,714,71,11.9,32.44,Shutdown
75.0,62.6,8,103,350,68.8,182.37,Keep Running
66.4,78.1,9,258,323,72.3,191.48,Keep Running
42.5,76.8,2,577,216,59.6,145.12,Keep Running
64.2,74.8,3,359,296,69.5,174.01,Keep Running
45.6,50.7,2,441,259,48.1,131.02,Keep Running
33.4,27.8,0,545,180,30.6,84.24,Sleep Mode
30.8,38.3,6,682,167,34.6,88.71,Sleep Mode
54.2,48.7,3,419,266,51.4,147.01,Keep Running
78.4,64.6,9,173,343,71.5,185.86,Keep Running
62.0,82.8,7,364,324,72.4,176.36,Keep Running
48.8,36.5,5,462,221,42.6,98.61,Keep Running
18.9,24.6,2,582,138,21.8,58.39,Shutdown
37.2,22.5,4,603,217,29.8,86.33,Sleep Mode
58.3,74.8,7,407,259,66.5,164.57,Keep Running
4.7,1.0,1,743,74,2.8,10.0,Shutdown
84.8,91.9,3,163,336,88.3,212.46,Keep Running
24.6,54.5,4,648,153,39.5,90.47,Sleep Mode
33.9,30.4,1,487,176,32.2,81.22,Sleep Mode
14.0,1.0,0,622,99,7.5,24.93,Shutdown
35.2,57.0,3,647,179,46.1,113.89,Sleep Mode
24.2,38.6,3,578,137,31.4,74.75,Sleep Mode
34.5,40.4,0,499,195,37.4,98.85,Sleep Mode
41.3,28.6,3,458,214,34.9,97.51,Keep Running
47.4,55.6,6,456,230,51.5,136.65,Keep Running
3.9,1.2,0,599,88,2.6,19.98,Shutdown
55.8,60.1,10,654,273,58.0,144.61,Keep Running
79.6,72.5,10,418,361,76.1,203.92,Keep Running
33.1,18.8,2,776,182,26.0,71.4,Sleep Mode
64.2,84.6,6,473,309,74.4,181.66,Keep Running
93.4,100.0,8,180,395,96.7,247.07,Keep Running
100.0,84.6,11,277,444,92.3,242.28,Keep Running
45.0,38.8,6,684,235,41.9,107.62,Keep Running
58.0,64.6,8,256,255,61.3,148.38,Keep Running
6.9,13.0,1,805,78,9.9,30.03,Shutdown
32.5,18.6,5,508,191,25.6,73.62,Sleep Mode
36.5,40.9,7,505,197,38.7,95.26,Sleep Mode
65.5,54.5,8,341,282,60.0,154.78,Keep Running
82.9,81.9,8,436,354,82.4,207.41,Keep Running
34.5,41.2,4,641,185,37.8,101.93,Sleep Mode
63.3,63.3,9,488,261,63.3,154.71,Keep Running
100.0,63.9,9,0,434,82.0,222.85,Keep Running
17.4,36.6,3,504,104,27.0,62.96,Shutdown
44.1,77.4,1,427,221,60.8,145.81,Keep Running
30.4,59.5,1,398,185,45.0,111.06,Sleep Mode
48.6,60.2,4,427,252,54.4,138.92,Keep Running
35.6,32.3,3,586,178,33.9,82.16,Sleep Mode
80.5,82.1,11,282,358,81.3,205.36,Keep Running
1.0,18.8,2,753,69,9.9,30.05,Shutdown
21.4,29.4,0,680,136,25.4,61.99,Sleep Mode
33.4,33.3,0,622,192,33.4,83.72,Sleep Mode
7.8,59.0,2,816,76,33.4,72.62,Shutdown
22.5,25.4,0,801,115,24.0,60.25,Sleep Mode
62.3,79.2,6,354,306,70.8,177.43,Keep Running
40.6,35.8,2,585,188,38.2,105.3,Keep Running
62.4,77.9,8,432,276,70.2,167.38,Keep Running
33.6,55.0,2,659,169,44.3,113.57,Sleep Mode
14.2,13.9,0,855,107,14.0,44.89,Shutdown
32.4,54.0,3,447,178,43.2,104.14,Sleep Mode
82.2,72.3,9,286,345,77.2,193.15,Keep Running
59.1,21.0,7,43,292,40.0,111.95,Keep Running
38.5,68.3,9,339,214,53.4,129.95,Sleep Mode
41.5,5.2,4,659,226,23.4,74.57,Keep Running
18.4,48.3,0,808,131,33.4,74.66,Shutdown
21.7,20.0,2,644,143,20.9,61.37,Sleep Mode
32.4,38.1,5,456,176,35.3,88.88,Sleep Mode
1.0,24.3,0,783,78,12.6,37.56,Shutdown
1.0,30.2,3,891,77,15.6,46.82,Shutdown
20.9,40.5,3,775,148,30.7,78.04,Sleep Mode
26.2,42.6,4,919,184,34.4,93.84,Sleep Mode
10.3,26.0,2,684,84,18.2,40.54,Shutdown
34.9,61.9,3,907,184,48.4,112.5,Sleep Mode
70.2,52.8,9,194,309,61.5,161.0,Keep Running
73.2,79.2,9,509,345,76.2,199.42,Keep Running
42.4,1.0,5,541,228,21.7,65.54,Keep Running
25.2,29.2,6,681,170,27.2,82.11,Sleep Mode
34.6,35.6,2,641,169,35.1,86.76,Sleep Mode
14.4,47.5,3,630,117,31.0,83.8,Shutdown
89.6,64.1,6,79,371,76.8,194.68,Keep Running
54.7,27.3,4,313,259,41.0,104.95,Keep Running
16.2,29.1,0,624,122,22.6,53.44,Shutdown
80.9,78.3,7,360,341,79.6,206.44,Keep Running
47.6,56.0,4,181,242,51.8,131.53,Keep Running
1.0,31.0,0,946,97,16.0,38.95,Shutdown
100.0,91.3,11,310,411,95.6,237.25,Keep Running
28.9,1.0,5,666,184,14.9,58.51,Sleep Mode
46.1,54.2,2,495,236,50.2,132.53,Keep Running
50.0,84.0,4,450,244,67.0,167.55,Keep Running
26.6,28.7,3,602,167,27.7,72.09,Sleep Mode
44.1,37.0,6,615,224,40.5,102.63,Keep Running
79.8,75.3,6,245,327,77.6,190.74,Keep Running
44.6,65.1,7,600,211,54.9,143.02,Keep Running
1.0,42.7,2,885,75,21.8,50.51,Shutdown
79.9,90.4,6,195,341,85.1,203.66,Keep Running
75.8,69.7,6,287,339,72.8,188.94,Keep Running
53.1,48.0,7,130,248,50.5,133.05,Keep Running
37.5,28.5,2,549,205,33.0,92.22,Sleep Mode
100.0,90.2,16,232,408,95.1,237.03,Keep Running
47.8,40.8,2,620,234,44.3,118.7,Keep Running
31.1,20.9,4,580,176,26.0,70.1,Sleep Mode
60.8,38.2,5,463,270,49.5,135.38,Keep Running
55.7,41.4,5,475,284,48.5,136.27,Keep Running
65.1,41.7,9,515,303,53.4,140.29,Keep Running
41.5,36.6,3,323,203,39.1,102.61,Keep Running
94.1,95.2,9,83,383,94.7,228.19,Keep Running
55.5,52.2,4,355,254,53.8,129.29,Keep Running
82.3,69.3,8,322,329,75.8,202.3,Keep Running
89.7,59.9,8,68,369,74.8,194.12,Keep Running
21.2,11.0,3,642,120,16.1,45.39,Sleep Mode
84.3,96.3,5,297,363,90.3,227.49,Keep Running
47.2,24.5,8,501,245,35.8,96.31,Keep Running
100.0,100.0,8,30,412,100.0,253.82,Keep Running
1.0,1.0,0,593,58,1.0,10.0,Shutdown
66.9,66.9,9,666,301,66.9,174.35,Keep Running
1.0,12.6,0,790,80,6.8,31.3,Shutdown
25.1,11.4,0,539,157,18.3,67.02,Sleep Mode
16.1,43.8,2,807,121,29.9,74.05,Shutdown
16.5,1.0,4,550,119,8.7,32.81,Shutdown
30.0,15.6,2,574,191,22.8,55.89,Sleep Mode
74.3,61.8,8,429,322,68.0,163.26,Keep Running
28.9,13.3,0,749,160,21.1,57.34,Sleep Mode
7.1,53.0,6,628,89,30.1,76.49,Shutdown
8.9,24.1,0,633,87,16.5,53.1,Shutdown
24.4,39.7,3,596,161,32.0,79.09,Sleep Mode
47.2,50.4,6,435,233,48.8,122.45,Keep Running
66.6,57.0,5,467,295,61.8,151.82,Keep Running
33.9,34.5,0,567,173,34.2,91.93,Sleep Mode
71.1,46.3,7,468,296,58.7,158.05,Keep Running
30.3,17.9,2,583,186,24.1,61.93,Sleep Mode
81.3,62.4,11,0,344,71.8,189.38,Keep Running
16.0,18.5,0,716,122,17.2,48.49,Shutdown
39.8,42.0,5,538,192,40.9,107.47,Sleep Mode
57.0,45.0,6,504,278,51.0,134.52,Keep Running
71.8,79.0,8,271,354,75.4,185.57,Keep Running
32.0,30.9,3,574,168,31.4,88.24,Sleep Mode
86.2,75.2,8,167,363,80.7,209.07,Keep Running
50.3,56.3,2,335,243,53.3,146.3,Keep Running
71.1,63.6,8,327,302,67.4,169.24,Keep Running
1.0,2.9,1,829,91,1.9,26.59,Shutdown
50.1,20.5,1,444,251,35.3,105.33,Keep Running
64.7,61.5,6,217,288,63.1,161.26,Keep Running
57.0,56.9,8,153,281,56.9,150.33,Keep Running
65.6,68.0,3,246,297,66.8,167.34,Keep Running
48.7,28.9,5,336,241,38.8,106.73,Keep Running
9.2,5.4,3,858,108,7.3,25.7,Shutdown
88.9,82.5,7,7,369,85.7,218.01,Keep Running
46.8,39.7,4,420,221,43.3,107.65,Keep Running
53.8,68.7,6,497,254,61.3,155.58,Keep Running
62.6,73.2,2,327,288,67.9,164.62,Keep Running
1.0,3.0,0,587,64,2.0,25.05,Shutdown
39.4,36.4,3,608,220,37.9,93.39,Sleep Mode
35.4,55.2,4,567,174,45.3,107.98,Sleep Mode
47.4,52.7,5,613,238,50.1,132.72,Keep Running
82.2,38.6,7,347,368,60.4,168.01,Keep Running
74.7,67.2,4,228,333,70.9,182.88,Keep Running
56.5,75.2,7,265,253,65.9,165.84,Keep Running
28.5,56.6,1,679,170,42.5,110.53,Sleep Mode
9.4,6.6,0,764,119,8.0,24.44,Shutdown
51.7,75.7,5,474,242,63.7,168.6,Keep Running
63.5,51.4,7,415,300,57.5,142.89,Keep Running
12.0,33.5,2,793,104,22.7,58.05,Shutdown
44.9,48.9,5,264,231,46.9,115.23,Keep Running
45.4,60.5,8,464,230,52.9,132.44,Keep Running
25.8,32.9,3,655,154,29.4,76.4,Sleep Mode
69.8,58.2,8,269,298,64.0,172.75,Keep Running
73.1,61.5,5,300,352,67.3,175.81,Keep Running
45.4,46.2,7,495,238,45.8,127.86,Keep Running
25.5,58.1,3,765,122,41.8,98.34,Sleep Mode
35.1,24.1,6,588,183,29.6,89.26,Sleep Mode
87.8,93.1,12,103,373,90.4,227.18,Keep Running
61.9,18.4,5,531,296,40.1,121.72,Keep Running
47.3,31.9,6,477,240,39.6,101.67,Keep Running
30.3,43.5,2,634,186,36.9,90.44,Sleep Mode
41.9,62.6,7,688,233,52.3,135.89,Keep Running
19.8,26.4,0,641,120,23.1,59.28,Shutdown
27.1,57.6,5,580,173,42.4,104.46,Sleep Mode
22.2,20.5,0,798,161,21.4,70.37,Sleep Mode
69.1,70.5,5,482,291,69.8,181.23,Keep Running
60.0,36.4,4,352,289,48.2,134.77,Keep Running
54.9,52.7,6,398,279,53.8,142.79,Keep Running
70.0,71.8,5,400,338,70.9,177.31,Keep Running
64.1,76.7,4,327,257,70.4,168.85,Keep Running
52.0,73.1,3,349,240,62.5,154.61,Keep Running
66.9,54.1,5,531,313,60.5,158.13,Keep Running
74.3,82.8,7,450,329,78.6,193.19,Keep Running
1.0,1.0,0,878,67,1.0,10.0,Shutdown
46.7,74.0,6,558,206,60.3,140.47,Keep Running
43.2,18.9,3,608,202,31.1,81.84,Keep Running
43.3,36.2,3,390,216,39.8,102.11,Keep Running
87.7,81.0,9,177,379,84.4,214.34,Keep Running
24.6,47.9,0,553,157,36.3,91.96,Sleep Mode
55.0,39.5,4,611,286,47.2,135.62,Keep Running
60.4,64.2,5,299,301,62.3,170.68,Keep Running
17.7,26.5,3,751,151,22.1,64.24,Shutdown
92.0,68.3,6,60,391,80.2,198.84,Keep Running
1.0,1.0,3,750,85,1.0,15.71,Shutdown
1.0,22.2,1,724,88,11.6,33.05,Shutdown
81.4,86.3,7,179,361,83.9,207.45,Keep Running
56.0,68.7,4,159,271,62.3,156.39,Keep Running
100.0,74.5,13,228,399,87.2,218.67,Keep Running
45.7,43.8,6,779,226,44.7,123.87,Keep Running
58.3,75.9,9,388,258,67.1,161.11,Keep Running
57.9,41.5,4,247,278,49.7,128.23,Keep Running
2.9,24.7,0,648,75,13.8,45.74,Shutdown
70.9,41.8,7,253,325,56.3,148.9,Keep Running
51.7,20.7,4,375,256,36.2,101.27,Keep Running
65.7,39.5,3,260,322,52.6,148.33,Keep Running
54.8,52.1,6,205,269,53.5,142.09,Keep Running
31.6,38.4,5,623,174,35.0,85.8,Sleep Mode
83.8,95.8,10,151,366,89.8,215.97,Keep Running
30.3,31.3,0,579,203,30.8,85.11,Sleep Mode
99.7,70.1,12,0,396,84.9,212.42,Keep Running
38.8,34.7,2,416,205,36.7,98.7,Sleep Mode
30.2,47.9,3,491,183,39.1,96.09,Sleep Mode
1.0,14.5,0,840,81,7.8,23.83,Shutdown
48.2,24.0,3,376,246,36.1,98.63,Keep Running
11.4,21.1,1,721,88,16.2,52.49,Shutdown
18.2,20.8,0,498,134,19.5,58.12,Sleep Mode
58.4,48.6,9,220,279,53.5,145.92,Keep Running
43.5,35.6,5,497,224,39.6,104.09,Keep Running
52.0,47.8,7,419,243,49.9,127.66,Keep Running
46.0,41.4,4,591,247,43.7,114.37,Keep Running
14.9,51.5,3,580,125,33.2,79.99,Shutdown
55.6,53.6,8,402,267,54.6,145.39,Keep Running
50.4,51.7,2,403,237,51.0,129.06,Keep Running
39.9,45.9,5,552,204,42.9,107.16,Sleep Mode
43.3,41.9,1,419,204,42.6,103.3,Keep Running
21.9,23.1,0,510,131,22.5,61.58,Sleep Mode
70.3,28.6,4,245,308,49.5,127.91,Keep Running
100.0,100.0,10,191,405,100.0,254.05,Keep Running
61.3,78.2,7,482,271,69.8,172.01,Keep Running
58.8,51.8,4,458,233,55.3,136.49,Keep Running
1.0,1.0,0,895,70,1.0,18.35,Shutdown
53.8,66.8,4,677,266,60.3,160.23,Keep Running
14.1,3.0,0,738,110,8.6,31.9,Shutdown
44.6,47.3,0,499,234,46.0,117.39,Keep Running
81.5,50.8,7,357,385,66.1,179.99,Keep Running
24.1,46.8,0,633,143,35.4,94.0,Sleep Mode
66.1,63.3,6,299,316,64.7,173.81,Keep Running
29.6,37.4,3,427,195,33.5,100.16,Sleep Mode
85.7,90.1,8,290,373,87.9,219.63,Keep Running
57.1,48.2,4,335,286,52.6,144.46,Keep Running
67.6,64.8,5,426,296,66.2,174.08,Keep Running
51.3,54.7,7,681,231,53.0,140.42,Keep Running
44.8,47.8,3,164,216,46.3,116.41,Keep Running
26.7,38.9,3,650,196,32.8,94.89,Sleep Mode
22.7,27.4,0,610,144,25.1,69.01,Sleep Mode
93.1,86.9,10,50,405,90.0,229.3,Keep Running
41.5,54.9,2,405,217,48.2,127.43,Keep Running
46.3,56.2,5,320,250,51.3,121.44,Keep Running
1.2,1.0,0,826,84,1.1,10.0,Shutdown
42.6,17.6,1,532,207,30.1,82.01,Keep Running
79.5,76.6,7,0,322,78.1,198.24,Keep Running
83.4,74.2,8,234,373,78.8,210.17,Keep Running
84.1,75.5,7,134,371,79.8,211.57,Keep Running
55.6,40.4,6,461,267,48.0,120.13,Keep Running
28.3,26.9,2,688,161,27.6,75.82,Sleep Mode
63.8,63.7,3,489,297,63.7,162.61,Keep Running
100.0,77.7,12,120,428,88.9,226.05,Keep Running
26.9,37.2,1,672,145,32.0,76.1,Sleep Mode
100.0,54.5,9,124,425,77.2,205.65,Keep Running
21.6,25.1,2,547,148,23.3,72.99,Sleep Mode
92.0,97.2,7,260,397,94.6,229.85,Keep Running
58.2,59.1,3,545,273,58.6,150.08,Keep Running
81.2,95.1,7,228,357,88.2,224.56,Keep Running
1.0,1.0,0,553,60,1.0,10.0,Shutdown
32.9,1.0,1,629,162,16.9,67.04,Sleep Mode
74.6,66.6,7,269,311,70.6,182.87,Keep Running
30.2,45.7,5,626,176,38.0,104.27,Sleep Mode
77.5,92.0,8,0,353,84.8,215.04,Keep Running
74.3,89.7,8,72,325,82.0,203.76,Keep Running
54.2,38.1,5,380,252,46.1,128.36,Keep Running
5.4,13.8,0,651,90,9.6,32.4,Shutdown
64.0,46.7,5,274,310,55.4,144.51,Keep Running
51.0,49.3,6,245,239,50.2,116.38,Keep Running
62.4,49.8,5,456,293,56.1,150.26,Keep Running
8.1,27.3,0,824,81,17.7,40.81,Shutdown
54.9,66.3,2,255,267,60.6,157.21,Keep Running
67.5,83.7,6,275,284,75.6,184.17,Keep Running
54.4,18.1,4,541,256,36.3,94.92,Keep Running
48.2,46.0,5,425,243,47.1,123.26,Keep Running
73.4,60.2,7,377,303,66.8,181.08,Keep Running
56.4,61.5,3,521,285,58.9,158.05,Keep Running
100.0,81.8,8,0,432,90.9,243.52,Keep Running
47.9,46.7,6,246,273,47.3,123.19,Keep Running
20.7,32.4,0,732,117,26.5,56.77,Sleep Mode
62.7,54.4,7,243,275,58.5,149.72,Keep Running
29.5,30.7,2,582,170,30.1,75.37,Sleep Mode
19.9,17.9,2,756,155,18.9,57.27,Shutdown
70.1,63.3,7,607,325,66.7,171.8,Keep Running
39.2,64.8,6,609,195,52.0,126.52,Sleep Mode
34.2,76.9,2,742,163,55.5,133.52,Sleep Mode
49.8,53.4,5,344,257,51.6,127.81,Keep Running
60.7,47.8,5,416,281,54.2,138.29,Keep Running
55.4,45.9,3,463,273,50.6,130.22,Keep Running
72.5,73.8,8,349,331,73.1,188.51,Keep Running
62.5,64.7,3,527,297,63.6,166.22,Keep Running
39.0,46.6,1,562,200,42.8,110.62,Sleep Mode
91.9,84.4,9,99,382,88.2,220.62,Keep Running
16.9,51.5,1,792,117,34.2,83.56,Shutdown
100.0,92.5,11,0,429,96.3,248.15,Keep Running
37.9,1.0,4,583,203,19.4,63.96,Sleep Mode
67.3,64.9,9,314,313,66.1,162.64,Keep Running
51.7,49.0,5,482,260,50.4,129.27,Keep Running
32.5,23.4,3,431,164,28.0,73.31,Sleep Mode
13.7,1.0,0,716,151,7.4,38.3,Shutdown
19.4,67.0,0,596,128,43.2,102.75,Shutdown
27.4,42.7,2,389,145,35.0,85.21,Sleep Mode
96.8,100.0,13,365,411,98.4,249.39,Keep Running
74.0,75.2,5,249,328,74.6,183.99,Keep Running
66.0,74.2,7,281,287,70.1,175.65,Keep Running
24.0,57.6,4,703,156,40.8,108.08,Sleep Mode
67.2,51.5,6,338,300,59.3,156.11,Keep Running
81.5,77.2,10,202,378,79.4,196.95,Keep Running
13.7,8.3,2,586,117,11.0,44.69,Shutdown
32.2,40.2,4,708,194,36.2,102.63,Sleep Mode
28.2,39.9,1,345,144,34.0,84.8,Sleep Mode
62.2,47.6,8,367,296,54.9,145.41,Keep Running
27.0,56.7,3,481,159,41.8,102.99,Sleep Mode
73.2,58.2,9,447,337,65.7,175.27,Keep Running
46.1,40.9,0,398,218,43.5,115.26,Keep Running
66.9,87.2,4,391,310,77.1,191.69,Keep Running
43.8,35.4,1,440,191,39.6,95.32,Keep Running
96.5,100.0,8,172,402,98.3,234.69,Keep Running
10.0,12.2,0,779,117,11.1,31.42,Shutdown
1.0,6.5,0,952,53,3.7,10.26,Shutdown
46.9,70.5,4,659,250,58.7,140.8,Keep Running
5.4,1.0,0,746,70,3.2,13.13,Shutdown
56.7,73.2,6,398,271,64.9,161.32,Keep Running
53.5,65.1,2,529,251,59.3,153.69,Keep Running
61.0,45.9,9,272,288,53.4,142.89,Keep Running
56.0,56.9,5,260,273,56.4,151.46,Keep Running
75.8,45.4,4,479,373,60.6,173.28,Keep Running
3.8,9.8,0,973,99,6.8,24.2,Shutdown
82.2,91.8,7,105,329,87.0,224.42,Keep Running
19.4,12.2,0,703,133,15.8,51.02,Shutdown
51.9,57.8,6,607,259,54.9,150.27,Keep Running
50.9,28.6,9,475,261,39.7,111.23,Keep Running
48.5,17.0,5,291,233,32.7,90.19,Keep Running
51.0,51.4,5,443,257,51.2,126.28,Keep Running
100.0,98.1,8,39,426,99.0,251.77,Keep Running
47.7,60.6,2,232,250,54.1,135.86,Keep Running
6.0,24.5,1,558,115,15.3,50.85,Shutdown
31.0,55.8,6,584,176,43.4,113.89,Sleep Mode
36.9,77.6,5,514,186,57.2,136.46,Sleep Mode
66.7,68.9,9,237,295,67.8,173.1,Keep Running
84.7,100.0,5,310,361,92.4,234.36,Keep Running
1.6,2.7,1,818,66,2.1,15.7,Shutdown
42.6,64.2,2,475,230,53.4,133.42,Keep Running
14.5,33.2,2,562,120,23.8,56.61,Shutdown
41.1,30.7,3,410,210,35.9,101.41,Keep Running
37.1,34.8,3,507,168,35.9,88.15,Sleep Mode
17.0,6.7,1,758,153,11.8,33.66,Shutdown
65.6,82.2,4,288,313,73.9,178.44,Keep Running
94.7,79.4,10,36,403,87.0,229.97,Keep Running
4.9,15.5,0,833,74,10.2,32.31,Shutdown
63.0,52.9,7,289,271,57.9,147.36,Keep Running
39.8,52.0,2,601,222,45.9,122.78,Sleep Mode
82.4,55.0,10,330,369,68.7,186.57,Keep Running
32.7,47.8,3,664,172,40.2,95.09,Sleep Mode
45.2,35.2,2,520,219,40.2,105.41,Keep Running
62.1,39.8,7,531,293,51.0,135.79,Keep Running
74.0,71.3,6,437,349,72.6,196.33,Keep Running
35.7,42.2,4,765,184,39.0,108.41,Sleep Mode
62.3,83.1,7,276,287,72.7,174.64,Keep Running
49.4,37.7,3,218,221,43.5,108.75,Keep Running
