job_type,cpu_required,memory_required_gb,estimated_runtime_minutes,priority,current_node_load,available_cpu_cores,available_memory_gb,recommended_node
Simulation,21,72,522,Critical,29,59,256,Node-043
Data Processing,12,34,400,Critical,5,41,178,Node-044
Analytics,20,83,483,Medium,39,23,110,Node-045
Simulation,1,2,11,High,25,35,132,Node-046
ETL,31,95,810,High,49,53,229,Node-047
Simulation,7,18,178,High,38,52,234,Node-048
Data Processing,29,78,773,High,63,12,84,Node-049
ML Training,32,110,508,High,6,52,234,Node-050
ML Training,1,8,139,Medium,18,11,82,Node-051
Data Processing,30,109,662,High,87,59,256,Node-052
Data Processing,9,38,420,High,76,49,204,Node-053
Analytics,25,65,605,Medium,13,36,169,Node-054
ML Training,14,61,379,High,54,51,241,Node-055
ML Training,21,58,524,High,49,42,175,Node-056
Analytics,32,101,897,Medium,46,25,119,Node-057
Analytics,32,90,847,Low,80,32,145,Node-058
Analytics,21,81,585,Medium,60,64,256,Node-059
ML Training,23,77,422,Critical,34,24,115,Node-060
ETL,28,88,595,High,57,57,256,Node-061
ML Training,20,72,372,Low,72,46,193,Node-062
Analytics,5,34,251,High,20,16,32,Node-063
Data Processing,7,39,309,Medium,65,9,24,Node-064
Data Processing,8,59,253,Medium,89,9,49,Node-065
Analytics,11,44,249,Medium,66,59,250,Node-066
Data Processing,25,63,387,High,58,28,113,Node-067
ETL,18,59,399,High,8,53,221,Node-068
Simulation,10,35,319,High,52,41,189,Node-069
Analytics,1,12,469,Medium,19,36,152,Node-070
Data Processing,17,64,533,Low,63,53,230,Node-071
Simulation,22,63,520,Medium,75,19,109,Node-072
Simulation,16,72,399,Low,33,20,115,Node-073
ML Training,18,53,628,High,92,53,239,Node-074
Analytics,19,58,616,Medium,9,14,69,Node-075
ETL,1,12,132,Medium,51,54,214,Node-076
Simulation,3,8,184,High,7,30,120,Node-077
Data Processing,32,100,914,Medium,17,37,170,Node-078
Simulation,28,109,602,Medium,10,54,190,Node-079
ETL,19,59,734,Low,41,40,184,Node-080
Data Processing,10,27,237,High,19,49,214,Node-081
Analytics,30,83,745,Low,63,21,113,Node-082
Data Processing,1,7,110,High,86,24,124,Node-083
ETL,12,27,307,High,79,37,161,Node-084
ML Training,6,29,269,Medium,75,55,254,Node-085
ML Training,28,89,632,Medium,73,64,256,Node-086
Simulation,26,77,499,Medium,65,40,184,Node-087
Data Processing,23,92,547,Low,63,64,256,Node-088
Data Processing,6,26,63,Low,44,22,103,Node-089
Data Processing,4,27,76,High,27,35,177,Node-090
Simulation,10,44,304,Medium,7,37,161,Node-091
ML Training,14,49,449,High,27,55,209,Node-092
Analytics,21,77,453,Medium,16,41,158,Node-093
ML Training,15,45,383,High,28,10,53,Node-094
Analytics,24,75,596,High,48,21,125,Node-095
Data Processing,28,85,686,High,28,57,224,Node-096
Simulation,15,58,413,High,91,22,120,Node-097
Data Processing,27,91,614,Medium,73,12,65,Node-098
Data Processing,6,21,327,Medium,17,9,65,Node-099
ML Training,12,24,304,Low,14,54,226,Node-100
Analytics,2,2,300,Medium,29,56,232,Node-001
Data Processing,19,72,830,Low,84,56,219,Node-002
Analytics,13,69,313,Critical,76,10,83,Node-003
Analytics,3,6,183,Medium,54,61,238,Node-004
Data Processing,12,40,357,Low,81,44,161,Node-005
ML Training,29,75,567,High,94,22,99,Node-006
Simulation,18,64,516,High,5,64,256,Node-007
Data Processing,31,92,691,High,65,42,180,Node-008
Data Processing,12,49,293,High,93,18,135,Node-009
Analytics,24,80,422,Medium,79,49,190,Node-010
Simulation,26,104,619,Medium,34,51,228,Node-011
Data Processing,24,92,565,Low,93,36,122,Node-012
Data Processing,27,98,791,Medium,53,61,256,Node-013
ETL,7,37,377,High,80,14,56,Node-014
ETL,11,34,547,High,75,29,136,Node-015
ETL,12,33,515,High,17,56,256,Node-016
Simulation,19,49,430,High,15,30,161,Node-017
Data Processing,28,96,643,Medium,46,62,236,Node-018
ML Training,7,17,343,High,23,54,256,Node-019
ML Training,16,65,513,High,70,34,155,Node-020
Data Processing,18,67,471,Medium,87,37,132,Node-021
ML Training,5,8,84,High,73,34,160,Node-022
Analytics,28,98,674,High,52,19,92,Node-023
ETL,18,62,461,High,10,40,171,Node-024
Data Processing,8,35,273,Medium,21,37,150,Node-025
Data Processing,13,57,395,Low,80,37,149,Node-026
Analytics,7,41,317,Medium,84,35,184,Node-027
Simulation,7,42,163,Critical,28,27,116,Node-028
Data Processing,9,32,259,High,51,8,47,Node-029
ETL,9,38,227,Low,79,9,74,Node-030
Data Processing,13,58,329,Medium,39,19,99,Node-031
Data Processing,23,70,598,Medium,7,39,192,Node-032
Data Processing,25,98,572,Low,6,62,256,Node-033
Data Processing,20,60,502,Medium,49,28,102,Node-034
ML Training,27,91,740,Medium,15,49,208,Node-035
ETL,19,79,516,Medium,40,31,158,Node-036
Analytics,2,8,129,Low,78,12,69,Node-037
Analytics,9,32,343,Critical,46,56,196,Node-038
ETL,29,94,553,Critical,93,29,168,Node-039
Analytics,32,95,774,High,29,27,177,Node-040
ETL,7,27,87,Critical,38,48,226,Node-041
Data Processing,14,43,400,Low,34,46,165,Node-042
Analytics,27,95,651,Low,71,41,170,Node-043
ML Training,26,90,622,Low,24,18,87,Node-044
ETL,2,12,297,Medium,31,39,219,Node-045
ML Training,23,88,417,Low,77,34,134,Node-046
Data Processing,6,24,68,Medium,13,55,256,Node-047
Analytics,16,61,383,Medium,17,25,132,Node-048
ETL,22,74,576,High,80,32,138,Node-049
Analytics,24,80,759,Medium,8,12,81,Node-050
ML Training,23,71,614,Medium,82,23,124,Node-051
Analytics,12,35,231,Low,87,62,256,Node-052
Simulation,29,100,811,Low,20,27,127,Node-053
ML Training,31,99,806,Low,18,61,256,Node-054
ETL,31,92,667,High,53,56,256,Node-055
Data Processing,11,43,183,High,5,24,136,Node-056
Simulation,18,36,518,Medium,17,8,74,Node-057
Analytics,26,72,589,Low,10,45,158,Node-058
Simulation,12,42,205,Low,35,38,199,Node-059
Data Processing,17,63,412,Low,32,49,197,Node-060
ETL,5,33,218,High,81,61,235,Node-061
Analytics,9,18,281,Low,91,32,179,Node-062
ML Training,5,30,155,Medium,32,49,205,Node-063
Data Processing,10,32,234,Medium,51,63,250,Node-064
Simulation,11,49,418,Medium,78,34,214,Node-065
Analytics,14,65,503,Low,90,13,76,Node-066
ML Training,21,65,560,Medium,30,12,52,Node-067
Data Processing,29,106,626,Medium,47,35,144,Node-068
Analytics,22,71,492,Medium,37,42,166,Node-069
Analytics,29,97,692,Low,45,36,168,Node-070
ML Training,14,72,366,Low,77,41,165,Node-071
ETL,27,87,793,Low,31,50,230,Node-072
ML Training,6,21,107,Medium,46,27,135,Node-073
ML Training,22,68,547,High,93,55,249,Node-074
ML Training,7,18,169,Medium,5,43,163,Node-075
Data Processing,16,40,394,Medium,79,31,140,Node-076
Simulation,29,79,847,Medium,58,13,43,Node-077
Data Processing,12,45,426,High,43,62,256,Node-078
Data Processing,31,104,749,High,6,30,136,Node-079
Data Processing,4,28,198,Medium,35,24,129,Node-080
ETL,9,38,345,Medium,33,39,142,Node-081
Analytics,31,102,687,Medium,77,60,239,Node-082
Data Processing,11,35,236,Medium,67,58,256,Node-083
Analytics,5,22,247,Medium,35,10,30,Node-084
Data Processing,24,70,462,Critical,36,57,256,Node-085
ML Training,2,2,201,Medium,35,34,142,Node-086
Data Processing,8,32,203,Medium,12,35,135,Node-087
Analytics,15,62,447,High,66,50,201,Node-088
Analytics,19,65,636,High,73,46,202,Node-089
Analytics,20,75,517,Medium,70,47,195,Node-090
Analytics,16,56,402,Critical,20,61,242,Node-091
Simulation,6,32,206,High,42,30,119,Node-092
ETL,22,78,367,Low,52,16,75,Node-093
ML Training,28,87,699,Critical,50,16,99,Node-094
Analytics,6,22,138,Medium,41,55,245,Node-095
Data Processing,13,35,459,Low,8,12,41,Node-096
Simulation,29,77,775,High,42,45,213,Node-097
ML Training,23,67,647,High,31,36,139,Node-098
Simulation,24,71,433,Critical,33,46,219,Node-099
ML Training,20,74,495,Medium,48,31,159,Node-100
Data Processing,12,52,393,Low,41,18,65,Node-001
ETL,2,16,34,Medium,79,8,68,Node-002
Analytics,8,42,366,Low,68,44,199,Node-003
ML Training,16,35,305,Low,16,44,192,Node-004
Data Processing,4,3,186,High,24,12,52,Node-005
Analytics,4,27,324,Critical,51,42,163,Node-006
Data Processing,27,82,746,Medium,33,28,153,Node-007
Simulation,1,2,180,Medium,52,15,81,Node-008
ML Training,1,6,286,Critical,10,54,214,Node-009
Analytics,6,23,342,Medium,14,39,121,Node-010
ETL,28,78,640,High,87,26,111,Node-011
ETL,1,16,17,Critical,64,13,58,Node-012
Analytics,32,94,810,Low,71,41,176,Node-013
Simulation,29,92,522,Critical,72,26,96,Node-014
Simulation,20,62,394,High,86,57,226,Node-015
ML Training,8,25,171,Medium,21,38,162,Node-016
Analytics,20,66,542,Medium,30,13,90,Node-017
Simulation,27,82,656,Medium,53,58,256,Node-018
ML Training,4,14,208,Medium,74,44,217,Node-019
Data Processing,6,26,418,Critical,24,42,204,Node-020
ML Training,13,52,358,High,32,22,127,Node-021
ETL,7,33,282,Medium,70,55,248,Node-022
Analytics,11,34,557,Medium,74,50,210,Node-023
Simulation,5,22,448,Medium,20,44,208,Node-024
Analytics,21,64,652,Critical,77,43,202,Node-025
Simulation,24,69,545,High,62,55,256,Node-026
ML Training,26,85,484,High,57,8,48,Node-027
ML Training,18,65,370,Critical,73,34,135,Node-028
Simulation,3,7,57,Medium,48,18,85,Node-029
Analytics,5,2,309,Critical,71,36,160,Node-030
Simulation,3,22,178,Low,5,40,169,Node-031
ETL,5,41,197,Medium,83,46,216,Node-032
ETL,29,103,705,High,36,16,44,Node-033
ETL,22,75,474,Low,75,26,115,Node-034
Data Processing,12,54,346,Critical,25,48,195,Node-035
Data Processing,3,12,290,Medium,24,48,171,Node-036
ETL,15,67,400,High,33,26,119,Node-037
Simulation,6,29,231,Medium,83,30,149,Node-038
ETL,30,95,725,Low,61,39,165,Node-039
ML Training,28,75,797,Medium,52,25,91,Node-040
ETL,4,5,391,High,47,28,139,Node-041
Simulation,11,28,385,Medium,24,35,160,Node-042
ML Training,6,21,303,Medium,90,11,82,Node-043
Data Processing,6,33,172,Medium,72,56,238,Node-044
Data Processing,22,76,549,Medium,11,17,91,Node-045
Data Processing,4,22,76,Medium,22,17,61,Node-046
ETL,10,33,449,Low,47,63,248,Node-047
Data Processing,11,46,329,Critical,85,20,86,Node-048
ML Training,17,46,505,Low,42,39,151,Node-049
ETL,22,52,618,Medium,11,32,161,Node-050
ML Training,26,74,692,Medium,31,40,198,Node-051
ETL,8,17,577,High,19,16,89,Node-052
Data Processing,2,17,10,Critical,46,14,50,Node-053
Data Processing,27,100,410,Critical,27,28,125,Node-054
Analytics,29,92,815,Low,78,29,147,Node-055
Data Processing,16,63,523,High,74,37,154,Node-056
Data Processing,22,65,675,High,51,45,188,Node-057
ETL,17,48,404,High,75,36,153,Node-058
ML Training,8,33,242,Medium,16,32,168,Node-059
ETL,31,90,796,Medium,13,19,80,Node-060
ETL,3,2,229,High,87,29,110,Node-061
Analytics,12,46,342,High,91,8,23,Node-062
Data Processing,1,12,134,High,52,30,126,Node-063
ETL,18,55,553,Medium,14,27,122,Node-064
Simulation,28,92,654,Medium,28,38,158,Node-065
ML Training,7,30,168,Medium,91,48,183,Node-066
Data Processing,27,89,766,High,83,60,256,Node-067
ETL,19,76,434,Medium,62,18,95,Node-068
Data Processing,21,65,515,Critical,20,35,112,Node-069
ETL,29,92,762,Medium,52,45,172,Node-070
ETL,1,2,178,Low,78,29,111,Node-071
ETL,10,23,228,Low,44,50,238,Node-072
Analytics,16,47,286,Medium,72,49,234,Node-073
Data Processing,27,84,858,Critical,25,16,57,Node-074
Simulation,23,85,455,Low,30,27,80,Node-075
Simulation,10,43,294,Low,90,9,49,Node-076
Data Processing,23,61,513,High,54,55,227,Node-077
ML Training,17,77,415,High,34,25,91,Node-078
ETL,12,48,386,High,13,24,124,Node-079
Analytics,5,9,206,Medium,58,59,248,Node-080
Data Processing,12,40,466,High,41,30,116,Node-081
ETL,22,84,748,Critical,66,18,70,Node-082
Data Processing,23,72,704,Medium,25,31,151,Node-083
ETL,10,46,268,Medium,69,33,129,Node-084
Analytics,29,80,825,Low,41,45,214,Node-085
Data Processing,15,53,449,Medium,73,44,168,Node-086
ETL,10,21,113,Critical,56,32,138,Node-087
ML Training,4,10,336,Low,62,53,236,Node-088
ML Training,24,93,644,Medium,19,51,198,Node-089
ML Training,28,110,668,High,90,54,243,Node-090
Data Processing,22,79,618,Critical,37,52,220,Node-091
ETL,4,6,206,High,61,57,256,Node-092
ETL,10,28,381,Medium,85,17,51,Node-093
Simulation,10,27,215,High,7,13,72,Node-094
Analytics,32,112,734,High,6,27,123,Node-095
ML Training,17,70,455,Medium,80,57,221,Node-096
ML Training,23,66,700,High,61,32,142,Node-097
Data Processing,13,38,572,Medium,12,38,147,Node-098
ETL,18,61,501,Low,85,12,69,Node-099
Simulation,17,60,549,High,94,27,127,Node-100
ETL,17,41,384,Critical,31,8,46,Node-001
Data Processing,30,95,736,High,33,64,256,Node-002
Data Processing,10,46,287,Medium,78,17,87,Node-003
ML Training,12,42,453,High,30,41,150,Node-004
ETL,6,31,306,Medium,86,54,230,Node-005
Analytics,25,86,375,Medium,73,26,118,Node-006
ML Training,17,51,492,Medium,79,43,227,Node-007
ML Training,27,100,595,Low,29,39,143,Node-008
ML Training,12,35,214,High,84,33,152,Node-009
Analytics,18,62,593,High,33,18,96,Node-010
Analytics,19,70,626,Low,26,10,65,Node-011
Analytics,25,76,574,Low,39,29,129,Node-012
Data Processing,13,29,333,Low,62,22,71,Node-013
ETL,12,51,294,Low,62,8,48,Node-014
Analytics,32,99,773,Low,89,64,256,Node-015
ETL,23,79,444,High,34,42,172,Node-016
ETL,17,32,563,Low,22,44,185,Node-017
Data Processing,23,71,588,High,54,8,47,Node-018
Simulation,25,75,685,High,81,52,219,Node-019
Data Processing,11,20,164,Critical,22,53,225,Node-020
ML Training,11,49,410,Medium,83,47,196,Node-021
Data Processing,30,100,669,Critical,42,51,206,Node-022
Data Processing,17,62,425,Low,15,9,16,Node-023
Data Processing,8,41,348,Critical,31,49,193,Node-024
ETL,23,72,494,Medium,83,47,227,Node-025
Data Processing,17,79,636,Low,54,42,204,Node-026
Data Processing,21,89,535,Medium,62,50,198,Node-027
ETL,3,2,218,Medium,34,47,194,Node-028
ML Training,1,3,159,High,54,63,256,Node-029
Simulation,4,24,203,Low,51,22,150,Node-030
ETL,14,58,347,High,29,34,148,Node-031
Data Processing,15,55,454,Medium,84,37,208,Node-032
Analytics,15,57,470,Low,59,8,16,Node-033
Analytics,27,88,641,Medium,27,33,141,Node-034
ML Training,5,22,419,Medium,21,61,239,Node-035
Data Processing,21,56,414,Low,19,29,116,Node-036
Analytics,6,25,198,Medium,42,51,232,Node-037
ML Training,5,35,312,Medium,42,53,211,Node-038
Simulation,24,64,523,Medium,78,34,201,Node-039
ML Training,10,44,242,High,56,22,87,Node-040
Data Processing,23,58,506,Medium,86,16,100,Node-041
Analytics,24,76,673,Low,91,51,227,Node-042
Data Processing,25,62,684,Low,6,53,214,Node-043
ETL,27,72,657,Low,43,49,222,Node-044
ETL,8,33,131,Medium,87,49,256,Node-045
Analytics,5,31,224,Medium,13,62,256,Node-046
Simulation,27,97,703,Low,51,37,181,Node-047
Simulation,21,83,522,Medium,55,51,252,Node-048
Data Processing,8,40,317,High,22,46,222,Node-049
ETL,1,22,25,Medium,6,27,153,Node-050
Simulation,14,51,346,Medium,88,53,231,Node-051
ML Training,1,11,247,Critical,54,62,249,Node-052
ML Training,9,42,393,Low,77,59,256,Node-053
ML Training,24,76,486,High,78,32,144,Node-054
ML Training,8,43,131,Medium,31,63,256,Node-055
Analytics,17,63,276,High,13,32,129,Node-056
ML Training,18,53,315,High,65,46,172,Node-057
ML Training,3,15,251,High,27,23,108,Node-058
ETL,30,95,860,High,75,60,238,Node-059
Simulation,22,73,492,Medium,38,32,173,Node-060
ML Training,6,17,259,Low,36,12,72,Node-061
ML Training,25,92,455,Medium,94,24,115,Node-062
ML Training,14,39,164,High,18,63,256,Node-063
Analytics,13,50,261,Medium,80,55,217,Node-064
Simulation,2,25,110,Medium,90,32,140,Node-065
ML Training,16,60,508,High,85,33,151,Node-066
ETL,30,96,761,Medium,66,43,195,Node-067
Analytics,29,108,882,Critical,40,64,256,Node-068
Analytics,9,46,203,Medium,10,62,256,Node-069
ETL,20,50,607,Medium,62,60,256,Node-070
ML Training,5,31,253,Medium,68,25,97,Node-071
ML Training,7,33,191,Low,42,18,98,Node-072
Analytics,10,26,312,Medium,32,36,159,Node-073
ETL,31,101,727,Medium,81,33,171,Node-074
Data Processing,20,84,486,Medium,90,25,88,Node-075
ML Training,14,55,227,Critical,53,61,256,Node-076
Data Processing,13,64,104,Medium,6,8,82,Node-077
ML Training,13,32,341,Medium,77,58,209,Node-078
Data Processing,20,57,392,Low,68,17,82,Node-079
ML Training,13,40,475,Medium,35,8,36,Node-080
ML Training,14,38,426,Medium,90,40,161,Node-081
Analytics,10,25,350,Low,5,19,122,Node-082
ETL,30,87,732,Medium,45,62,256,Node-083
ML Training,10,38,143,Medium,8,26,131,Node-084
ML Training,26,95,628,Medium,55,42,181,Node-085
ETL,32,105,792,Medium,53,64,256,Node-086
Data Processing,30,95,714,High,28,59,256,Node-087
ML Training,32,102,818,Medium,8,25,142,Node-088
Data Processing,7,27,446,High,76,20,56,Node-089
Analytics,28,106,674,Critical,64,40,184,Node-090
ETL,11,52,440,Medium,92,35,151,Node-091
Simulation,15,60,310,Medium,58,62,256,Node-092
Analytics,26,82,791,Medium,91,9,74,Node-093
ETL,18,57,417,Critical,52,27,84,Node-094
ETL,30,110,668,High,32,61,256,Node-095
ML Training,27,90,675,Medium,84,23,78,Node-096
Analytics,5,19,234,Low,41,24,141,Node-097
ETL,25,89,600,Medium,40,63,256,Node-098
Analytics,32,78,784,Medium,63,43,196,Node-099
Data Processing,29,98,792,High,55,55,229,Node-100
ML Training,23,91,441,Low,17,39,145,Node-001
Analytics,9,33,358,High,61,11,47,Node-002
Analytics,31,95,871,High,90,23,66,Node-003
Analytics,23,62,627,Low,15,32,124,Node-004
Data Processing,1,31,171,Critical,31,62,231,Node-005
ML Training,17,68,380,Low,30,45,199,Node-006
Analytics,18,54,432,Medium,27,41,172,Node-007
Analytics,31,91,749,Critical,93,44,184,Node-008
Analytics,21,76,466,Medium,77,48,251,Node-009
Simulation,21,73,557,Medium,58,19,92,Node-010
Analytics,3,14,313,Medium,79,17,93,Node-011
Simulation,12,46,327,High,71,8,16,Node-012
Data Processing,5,30,108,High,83,57,250,Node-013
Analytics,4,36,49,High,50,22,122,Node-014
Simulation,29,109,659,Medium,25,46,205,Node-015
ML Training,12,44,346,Critical,34,63,256,Node-016
Analytics,13,58,183,Medium,17,50,206,Node-017
Data Processing,19,66,487,Medium,58,31,129,Node-018
Analytics,18,68,493,Medium,47,41,176,Node-019
Data Processing,21,70,384,High,13,41,193,Node-020
Analytics,3,11,300,Medium,13,21,137,Node-021
Analytics,20,68,463,Medium,89,55,240,Node-022
ETL,26,70,449,Critical,51,13,80,Node-023
ML Training,6,28,357,Low,36,35,161,Node-024
Simulation,20,63,494,Critical,59,24,135,Node-025
Analytics,32,99,794,Low,61,27,119,Node-026
ETL,3,24,175,High,65,31,197,Node-027
Analytics,12,37,452,High,81,17,80,Node-028
Data Processing,31,85,714,High,70,31,164,Node-029
Data Processing,11,35,353,High,78,18,99,Node-030
Data Processing,11,37,206,High,55,18,61,Node-031
ML Training,3,20,125,Low,53,24,105,Node-032
Analytics,4,32,213,Medium,63,24,60,Node-033
Analytics,6,22,315,Low,22,38,148,Node-034
ETL,2,13,232,Medium,59,59,256,Node-035
Data Processing,14,43,223,Medium,89,9,80,Node-036
Data Processing,32,87,888,Medium,65,36,154,Node-037
Simulation,30,115,674,Medium,87,50,208,Node-038
Analytics,27,77,745,Medium,67,43,167,Node-039
Data Processing,17,64,428,Low,49,21,87,Node-040
ML Training,18,58,487,Medium,68,13,86,Node-041
Data Processing,27,86,838,Medium,42,43,163,Node-042
ML Training,1,14,102,High,64,55,231,Node-043
ML Training,22,83,410,Medium,11,57,256,Node-044
Data Processing,10,43,281,Low,48,39,201,Node-045
Data Processing,6,14,332,Medium,26,57,232,Node-046
ETL,32,94,696,Critical,53,45,186,Node-047
Data Processing,26,93,740,High,67,40,162,Node-048
ETL,11,17,356,Medium,73,21,98,Node-049
Simulation,6,23,181,Medium,67,64,256,Node-050
ETL,27,80,534,Medium,35,19,103,Node-051
Data Processing,19,67,538,High,5,37,181,Node-052
Data Processing,1,23,251,Low,55,19,72,Node-053
ETL,9,22,507,Medium,9,61,256,Node-054
ML Training,28,111,633,Medium,92,55,256,Node-055
ETL,3,21,221,Medium,85,36,187,Node-056
Simulation,25,86,720,Low,8,25,124,Node-057
Simulation,32,100,879,High,58,59,256,Node-058
Data Processing,20,86,555,Medium,61,52,223,Node-059
Data Processing,30,114,763,High,40,30,129,Node-060
ML Training,17,53,592,Critical,79,9,53,Node-061
Analytics,14,40,542,Medium,56,25,126,Node-062
ML Training,19,68,551,Low,47,49,209,Node-063
ML Training,11,37,336,Medium,87,50,229,Node-064
Data Processing,28,65,774,High,16,35,126,Node-065
ML Training,1,2,10,Medium,69,48,207,Node-066
Data Processing,17,64,668,Medium,34,47,228,Node-067
Data Processing,29,95,594,Medium,71,61,243,Node-068
Simulation,2,26,352,High,47,39,167,Node-069
ETL,28,86,673,Medium,34,21,95,Node-070
ML Training,14,46,304,Low,87,59,251,Node-071
ETL,27,76,716,Critical,25,22,88,Node-072
Data Processing,16,36,449,Critical,57,32,148,Node-073
ML Training,23,58,408,High,70,8,72,Node-074
Data Processing,8,34,261,High,48,53,185,Node-075
Analytics,22,60,513,High,74,58,233,Node-076
Data Processing,1,16,321,High,86,31,138,Node-077
Analytics,20,71,475,Low,31,17,90,Node-078
Data Processing,13,44,500,High,25,64,256,Node-079
